postid,pagename,platform,year,month,day,type,url,timestamp,sdg,sdgrelev,sdgcat,abstractmes,message_clean
A7704,Chase,Facebook,2019,10,18,Native Video,https://www.facebook.com/chase/posts/3719371434755453,3/3/2021 5:41,0,2,,,"So you're thinking about buying a home, but not sure where to start? Watch our Facebook Story as a Chase Home Lending manager answers some of the most common questions."
A7940,Chase,Facebook,2020,9,9,Native Video,https://www.facebook.com/chase/posts/5029066397119277,3/4/2021 3:58,0,2,,,"Have you created a financial vision with your significant other? Grab a bowl of popcorn and get ready, because we're talking love and money! We're going live with Essence for a special #CurrencyConversationtonight at 8PM EST. Listen as couples put it all on the line and share their own stories of love and money in their relationships. Register here: "
A7754,Chase,Facebook,2019,12,31,Photo,https://www.facebook.com/chase/posts/3978560152169912,3/3/2021 6:27,0,2,,,"3, 2, 1, Happy New Year! ðŸŽ‰ These city lights are shining bright as we watch the ball drop from our #TimesSquare branch in NYC. What are your financial goals for 2020?"
A7827,Chase,Facebook,2020,4,9,Native Video,https://www.facebook.com/chase/posts/4323199511039306,3/3/2021 4:50,0,2,,,"These days, everyday tasks feel a little moreâ€¦complicated. Like depositing a check. Helpful tip: Deposit checks virtually anytime, anywhere in the Chase MobileÂ® app. See how and learn more here: "
A7845,Chase,Facebook,2020,4,22,Photo,https://www.facebook.com/chase/posts/4373584849334105,3/3/2021 5:03,0,2,,,"Do you know the basics of the CARES Act and how it may impact you? Join our upcoming #ChaseChat with personal finance expert, Lynnette Khalfani-Cox, The Money Coach, as she dives into the important details. Register here: "
A7933,Chase,Facebook,2020,8,26,Native Video,https://www.facebook.com/chase/posts/4954248951267689,3/4/2021 3:55,0,2,,,"â€œItâ€™s so important to know your worth.â€ Serena Williams spoke about smart money habits, teamwork, and tennis during our recent Chase Chats Webcast. Swipe up on our Story to watch the full episode on-demand."
A8406,Chipotle Mexican Grill,Instagram,2020,7,31,Photo,https://www.instagram.com/p/CDT_gu_jMh_/,2/5/2021 3:13,0,2,,,Happy National Avocado Day!
A36859,Nike,Instagram,2020,9,10,Photo,https://www.instagram.com/p/CE9w660n9gr/,3/2/2021 8:39,0,2,,,"When they say thereâ€™s no way, show them one. 
 â €
 Faced with an unimaginable choice between giving up what she was born to do, or changing who she was born to be, @castersemenya800m, has instead chosen to continue her fight to be herself in the sport she loves. ðŸ™Œ
 â €
 #YouCantStopUs"
A7872,Chase,Facebook,2020,5,19,Native Video,https://www.facebook.com/chase/posts/4485935234765732,3/4/2021 3:19,0,2,,,"Congrats, class of 2020! In case you missed it, an all-star lineup of speakers and musical guests joined us for #ShowMeYourWalk HBCU Edition and gave their best graduation advice to the class of 2020. Check out the full replay here: "
A9704,Coca-Cola,Instagram,2019,11,14,Photo,https://www.instagram.com/p/B42g2x7AOnN/,3/4/2021 7:41,0,2,,,"For Dave S., #KindnessStartsWith thoughtfulness."
A6612,CarMax,Facebook,2020,2,18,Native Video,https://www.facebook.com/CarMax/posts/10157157644976194,2/5/2021 11:00,0,2,,,16 years on the Fortune 100 Best Companies to Work ForÂ® list feels pretty sweet. Our associates take the cake!
A7753,Chase,Facebook,2019,12,30,Native Video,https://www.facebook.com/chase/posts/3973323469360247,3/3/2021 6:27,0,2,,,Have you set your financial goals for the new year? Tip: Check in with You Invest by J.P. Morgan to help start the year with confidence. Swipe up on our Facebook Story to learn more. #YouInvest
A6660,CarMax,Instagram,2020,4,20,Video,https://www.instagram.com/p/B_NlRDKF9Yu/,2/5/2021 11:35,0,2,,,Weâ€™re celebrating the pets who are going the social distance with us.
A7796,Chase,Facebook,2020,3,11,Native Video,https://www.facebook.com/chase/posts/4216037841755474,3/3/2021 8:47,0,2,,,"Like you, weâ€™re closely monitoring news on the coronavirus. Thatâ€™s why weâ€™re doing all we can to make sure we can help you handle your banking needs. If youâ€™ve been affected by COVID-19 and need help with your account, weâ€™re here to help. Learn more at "
A56716,Visa,Facebook,2019,11,26,Photo,https://www.facebook.com/VisaUnitedStates/posts/3919656768060310,2/20/2021 11:48,0,2,,,"#Tokyo2020 is coming in hot and so is our #TeamVisa athlete, ðŸƒâ€â™‚ï¸ðŸ’¨ athletics phenom Noah Lyles! Visa. Official Partner of the Olympic Games Tokyo 2020."
A6663,CarMax,Instagram,2020,5,6,Photo,https://www.instagram.com/p/B_2z1l_FHN1/,2/5/2021 11:35,0,2,,,Set a new course and take time to explore.
A8425,Chipotle Mexican Grill,Instagram,2020,9,30,Album,https://www.instagram.com/p/CFw2SXxD5xd/,2/5/2021 3:30,0,2,,,"Chipotle, but pronounced Chi-vote-le.
 .
 We all have an opportunity to use our platform to encourage people to vote. Scan. Register. Vote."
A2024,Audi USA,Facebook,2020,2,26,Photo,https://www.facebook.com/audi/posts/10156712289301470,3/15/2021 1:56,0,2,,,A glimpse at the fast side of the moon. #AudiTTRS #SpeedGoals
A56715,Visa,Facebook,2019,11,26,Photo,https://www.facebook.com/VisaUnitedStates/posts/3919656228060364,2/20/2021 11:45,0,2,,,"Back-to-back ðŸ†ðŸ† world champion and soccer phenom Megan Rapinoe is on #TeamVisa, and we canâ€™t wait to see her light up the world stage again at #Tokyo2020. Visa. Official Partner of the Olympic Games Tokyo 2020."
A8367,Chipotle Mexican Grill,Instagram,2020,4,1,Photo,https://www.instagram.com/p/B-cIzxbjvCJ/,2/5/2021 2:26,0,2,,,"Thank your healthcare heroes. All next week we're delivering burritos to nurses, doctors, admins, cleaning support, x-ray techs, and everyone in between. Submit your team at chip.tl/healthcareheroes so we can deliver burritos right to you. If you're not in healthcare but wanna show your thanks, drop a comment with your message. Weâ€™re delivering those too. â€¢
 â€¢
 LIMITED TO FIRST 50,000 BURRITOS. Submit by 4/2 for delivery 4/6-4/10/20. Terms: chip.tl/healthcareheroes
 â€¢
 By posting your comment you're agreeing that we may use it for purposes of this promotion, without attribution or compensation to you."
A40083,PayPal,Facebook,2020,9,1,Native Video,https://www.facebook.com/PayPalUSA/posts/10160163715044573,3/2/2021 1:04,0,2,,,Donate with your credit card rewards to support a cause close to your heart. 
A7840,Chase,Facebook,2020,4,18,Native Video,https://www.facebook.com/chase/posts/4357564340936156,3/3/2021 5:00,0,2,,,"Youâ€™ve always been there for customers and communities in the most critical times. This unprecedented environment is one of those. We are thanking our essential employees and workers that are helping our customers and communities when we need them the most, but to all essential employees and workers: we are grateful."
A40029,PayPal,Facebook,2019,12,3,Photo,https://www.facebook.com/PayPalUSA/posts/10159298835879573,3/1/2021 11:45,0,2,,,"Itâ€™s GivingTuesday. Give more by supporting the causes you love here. Starting at 6:00 AM EST PayPal will add 10% up to a total of $600,000. Donate now. PayPal.com/GiveBack Limits, caps and terms apply."
A40042,PayPal,Facebook,2019,12,31,Native Video,https://www.facebook.com/PayPalUSA/posts/10159383332664573,3/2/2021 12:01,0,2,,,There are so many ways to make every Tuesday GivingTuesday. How will you give back in the year ahead? 
A40053,PayPal,Facebook,2020,5,11,Native Video,https://www.facebook.com/PayPalUSA/posts/10159828339699573,3/2/2021 12:29,0,2,,,"Two easy ways to get a government stimulus payment fast with zero fees: Cash your paper check in the PayPal app, or set up Direct Deposit before 12 PM EST on 5/13. Hereâ€™s how: "
A40089,PayPal,Facebook,2020,9,29,Native Video,https://www.facebook.com/PayPalUSA/posts/10160232149299573,3/2/2021 1:09,0,2,,,"With PayPal QR codes, you can accept touch-free payments with no seller transaction fees through December 31, 2020. Find out how to get your own QR code here. "
A7819,Chase,Facebook,2020,4,2,Photo,https://www.facebook.com/chase/posts/4299067903452467,3/3/2021 4:44,0,2,,,"With Covid-19 on the rise, so are fraudsters. Join our Chase Chats webcast to hear the latest tactics scammers are using and get helpful tips to help you avoid fraud and protect your accounts. Listen to the replay: "
A2002,Audi USA,Facebook,2019,12,23,Photo,https://www.facebook.com/audi/posts/10156524229766470,3/15/2021 1:41,0,2,,,Holiday lights tastefully done. #etron
A9694,Coca-Cola,Instagram,2019,11,13,Photo,https://www.instagram.com/p/B4yw1denpCn/,3/4/2021 7:38,0,2,,,#KindnessStartsWith friendliness in Uganda. Share in the comments what you think #KindnessStartsWith. #WorldKindnessDay
A1969,Audi USA,Facebook,2019,10,8,Photo,https://www.facebook.com/audi/posts/10156345321386470,3/8/2021 3:42,0,2,,,"To celebrate 25 years of Audi RS, weâ€™re celebrating the owners. Here are a few of our favorite submissions. #MyAudiRS"
A6702,Cartier,Facebook,2019,11,24,Native Video,https://www.facebook.com/cartier.usa/posts/1483101205200449,2/10/2021 5:10,0,2,,,"#LOdyssÃ©edeCartier, the new digital series. Discover the chapter 3 dedicated to Cartierâ€™s Russian influence and how it fed the creative vocabulary of the Maison. The adventure begins. ow.ly/VvZT30pUO1f:=:"
A7925,Chase,Facebook,2020,8,14,Native Video,https://www.facebook.com/chase/posts/4893850583974193,3/4/2021 3:52,0,2,,,"Wondering when the economy may bounce back? We sat down with our Chief Economist, Jim Glassman, to hear insights that can help prepare for future challenges and opportunities. Watch the full episode here: "
A7773,Chase,Facebook,2020,1,26,Photo,https://www.facebook.com/chase/posts/4064535923572334,3/3/2021 6:40,0,2,,,"Watching movies sure does work up an appetite! Lucky for us, we teamed up with DoorDash for todayâ€™s Taste of Sapphire food tasting at #Sundance, where we sampled gyoza and miso soup. ðŸœ Itâ€™s just a little taste of whatâ€™s to come after cardmembers activate the newest #ChaseSapphire benefit, a complimentary subscription for a minimum of a year to DashPass, DoorDashâ€™s monthly subscription service for restaurant delivery! Learn more here: www.doordash.com/dashpass-v2/chase/card/"
A56713,Visa,Facebook,2019,11,13,Photo,https://www.facebook.com/VisaUnitedStates/posts/3874419309250723,2/20/2021 11:42,0,2,,,Weâ€™re flipping out! Four-time Olympic Gold medalist Simone Biles has joined #TeamVisa for #Tokyo2020! Visa. Official Partner of the Olympic Games Tokyo 2020.
A6711,Cartier,Facebook,2019,12,25,Native Video,https://www.facebook.com/cartier.usa/posts/1492340417609861,2/10/2021 5:15,0,2,,,Wishing you a very happy #holidayseason and beyond. #CelebratewithCartier
A40030,PayPal,Facebook,2019,12,3,Native Video,https://www.facebook.com/PayPalUSA/posts/10159299504724573,3/1/2021 11:47,0,2,,,"This GivingTuesday, donâ€™t just give, #GiveBetter. Let Billy Porter show you how. Donate here: "
A7750,Chase,Facebook,2019,12,26,Photo,https://www.facebook.com/chase/posts/3961166603909267,3/3/2021 6:24,0,2,,,"The annual Christmas with the Curryâ€™s Winter Wonderland spread holiday joy to 500 families in Oakland. â„ï¸ Along with Stephen Curry and Ayesha Curryâ€™s Eat Learn Play Foundation, we helped kids from the Bay Area enjoy ornament decorating, holiday gifts, and a full meal to enjoy with their families."
A7751,Chase,Facebook,2019,12,27,Link,https://www.facebook.com/chase/posts/3963824673643460,3/3/2021 6:26,0,2,,,It's almost time to ring in the New Year! ðŸ¥‚ Hosting guests to watch the ball drop? Give good fortune with these easy and inexpensive DIY party favors. Click here for more savings tips: 
A40170,Pepsi,Instagram,2020,5,12,Video,https://www.instagram.com/p/CAGUhURHelp/,3/1/2021 9:40,0,2,,,Stop the arguments before they even start. @pepsi and share your heated debates with #SettleTheTab. Check out our story for this week's challenge!
A2006,Audi USA,Facebook,2020,1,4,Photo,https://www.facebook.com/audi/posts/10156577179151470,3/15/2021 1:44,0,2,,,Audi on ice. #AudiQ8 #EuroSpec
A6604,CarMax,Facebook,2019,10,16,Native Video,https://www.facebook.com/CarMax/posts/10156814426106194,2/5/2021 10:52,0,2,,,"If youâ€™re going to put a sticker on your car, it has to mean something."
A7886,Chase,Facebook,2020,6,17,Native Video,https://www.facebook.com/chase/posts/4612305048795416,3/4/2021 3:32,0,2,,,Have you received a suspicious text or DM that looks like it might be from Chase? It could be one of the latest scams. Helpful tip: know that Chase wonâ€™t ask for your confidential information or email address if we reach out to you.
A7728,Chase,Facebook,2019,11,21,Native Video,https://www.facebook.com/chase/posts/3832791276746801,3/3/2021 6:10,0,2,,,"Thank you, J.D. Power. #JDPowerAwards"
A7828,Chase,Facebook,2020,4,9,Native Video,https://www.facebook.com/chase/posts/4324229110936346,3/3/2021 4:52,0,2,,,"COVID-19 has created sudden, new challenges for all of us. To help you prepare and adjust, here is a place you could start. To get a handle on your financial situation, study where you currently stand and come up with scenarios so you can prepare to adjust as needed."
A7928,Chase,Facebook,2020,8,20,Native Video,https://www.facebook.com/chase/posts/4923725024320082,3/4/2021 3:53,0,2,,,â€œKnow your worth.â€ Serena Williams is sharing inspiring wisdom with us during her Chase Chats Webcast. Swipe up on our Facebook Story to tune in live or on-demand.
A7866,Chase,Facebook,2020,5,11,Native Video,https://www.facebook.com/chase/posts/4448115561881033,3/4/2021 3:14,0,2,,,"2020 HBCU grads: letâ€™s celebrate! Join us for a livestream featuring honored guest President Barack Obama, plus an all-star lineup of speakers and musical guests. Tune in to #ShowMeYourWalk HBCU Edition on May 16th on Chase Twitter or YouTube."
A36852,Nike,Instagram,2020,5,23,Video,https://www.instagram.com/p/CAiNzopguJS/,3/2/2021 8:26,0,2,,,"No matter what weâ€™re up against, we are never too far down to come back. #YouCantStopUs
 â €
 See link in bio to join us."
A40033,PayPal,Facebook,2019,12,9,Photo,https://www.facebook.com/PayPalUSA/posts/10159318601569573,3/1/2021 11:50,0,2,,,Give back this holiday season by supporting the cause you love here. 
A9718,Coca-Cola,Instagram,2020,1,1,Album,https://www.instagram.com/p/B6yHMEwnKlU/,3/4/2021 7:47,0,2,,,â€œRemember to love all of it and remember to share it. It's a good year to have a good year.â€ Los Angeles dancer/choreographer @justfeng on how heâ€™s getting together with friends to start 2020 off on the right foot. #HappyNewYear
A40047,PayPal,Facebook,2020,3,9,Native Video,https://www.facebook.com/PayPalUSA/posts/10159594564169573,3/2/2021 12:08,0,2,,,Pay taxes to the IRS today at PayUSAtax.comâ€”an official partner of PayPal and authorized IRS payment provider. Convenience fee will apply. 
A56717,Visa,Facebook,2019,11,26,Photo,https://www.facebook.com/VisaUnitedStates/posts/3919918081367512,2/20/2021 11:48,0,2,,,Weâ€™re proud to have Oksana Masters on #TeamVisa again and canâ€™t wait to see her at the Tokyo 2020 Paralympics Games! Visa. Proud Partner of the Tokyo 2020 Paralympic Games.
A9715,Coca-Cola,Instagram,2019,12,20,Photo,https://www.instagram.com/p/B6TUTLlg2cQ/,3/4/2021 7:46,0,2,,,Friends and family. Hugs and happiness. What are your favorite gifts? ðŸŽ
A7810,Chase,Facebook,2020,3,27,Photo,https://www.facebook.com/chase/posts/4275184289174162,3/3/2021 8:57,0,2,,,"With all thatâ€™s going on, many customers are calling us and our hold times are extremely long. Weâ€™re sorry â€“ weâ€™re doing all we can to help as many people as possible. Here are some ways to skip the wait."
A7963,Chase,Facebook,2020,10,7,Native Video,https://www.facebook.com/chase/posts/5179929598699622,3/4/2021 6:40,0,2,,,"As we grow older, our money conversations and decisions will change. Thatâ€™s why we teamed up with AARP and Essence to launch #CurrencyConversations: Fab 50+ Crew. Join us today on Essenceâ€™s Facebook Live at 5PM EST. Weâ€™ll be discussing financial fundamentals for 50+. See you there: "
A56731,Visa,Facebook,2020,8,20,Photo,https://www.facebook.com/VisaUnitedStates/posts/4969666509725992,2/21/2021 12:04,0,2,,,#TeamVisa just scored huge for #Tokyo2020! Weâ€™re proud to welcome USWNT world champion Rose Lavelle to our roster. Visa. Official Partner of the Olympic Games Tokyo 2020.
A36840,Nike,Instagram,2020,1,26,Photo,https://www.instagram.com/p/B7zPQDZgmYr/,3/2/2021 6:17,0,2,,,Mamba forever.
 Our condolences to Kobe and Gianna's family and everyone involved in todayâ€™s tragedy.
A2053,Audi USA,Facebook,2020,5,10,Photo,https://www.facebook.com/audi/posts/10156942244126470,3/15/2021 2:08,0,2,,,Next stop? Momâ€™s choice. Tag your mom to promise her some quality time once itâ€™s safe to hit the road. #MothersDay
A6617,CarMax,Facebook,2020,4,13,Photo,https://www.facebook.com/CarMax/posts/10157335375211194,2/5/2021 11:03,0,2,,,"Takeout's the new going out. Here's to navigating the new normal, together."
A8384,Chipotle Mexican Grill,Instagram,2020,5,20,Photo,https://www.instagram.com/p/CAax8ZgDuyr/,2/5/2021 2:39,0,2,,,2021 is gonna be my year
A6624,CarMax,Facebook,2020,5,10,Native Video,https://www.facebook.com/CarMax/posts/10157434086126194,2/5/2021 11:10,0,2,,,Wishing all our moms a smooth and peaceful drive this Motherâ€™s Day.
A7825,Chase,Facebook,2020,4,7,Photo,https://www.facebook.com/chase/posts/4316861755006415,3/3/2021 4:50,0,2,,,"As we all continue to embrace a â€œnew normal,â€ staying digitally connected is more important than ever. Join our Chase Chats webcast on April 9 to learn how you can manage your everyday finances right from your phone or computer. Register here: "
A7870,Chase,Facebook,2020,5,15,Photo,https://www.facebook.com/chase/posts/4466285910063998,3/4/2021 3:17,0,2,,,"Join honored guest President Barack Obama, Kevin Hart, Debbie Allen and more for a celebration â€“ complete with commencement speeches, special recognitions, and musical performances. Tune in live on Chase Twitter & YouTube tomorrow from 2PM â€“ 4PM ET for #ShowMeYourWalk HBCU Edition. Learn more at "
A8362,Chipotle Mexican Grill,Instagram,2020,3,11,Photo,https://www.instagram.com/p/B9mgqTkpqTE/,2/5/2021 2:22,0,2,,,Thanks everyone he just quit
A9702,Coca-Cola,Instagram,2019,11,13,Photo,https://www.instagram.com/p/B40Sb07nGB4/,3/4/2021 7:41,0,2,,,#KindnessStartsWith outstretched hands for artist @jennetliaw. Comment and let us know what you think #KindnessStartsWith. #WorldKindnessDay
A40057,PayPal,Facebook,2020,5,15,Native Video,https://www.facebook.com/PayPalUSA/posts/10159840236664573,3/2/2021 12:33,0,2,,,Protect yourself from fraud with these simple steps. 
A36838,Nike,Instagram,2019,12,22,Album,https://www.instagram.com/p/B6YeDiFAhrD/,3/2/2021 6:14,0,2,,,"â€œWhen we started to play we were in elementary school, we mustâ€™ve been around 12 years old. And well, weâ€™re still together.â€ - Adela
 
 Meet Hoops Abuelas, a crew of 16 women proving the only number that really matters is the one on your jersey. Hailing from Orizaba, Mexico, the team has been playing since 1952, and credits their skills, values, and sisterhood for keeping them strong for the past 67 years. #JustDoIt
 â €
 ðŸŽ¥: @changeme2012
 ðŸ“¸: @asdavidelliott"
A40058,PayPal,Facebook,2020,5,19,Native Video,https://www.facebook.com/PayPalUSA/posts/10159853322914573,3/2/2021 12:33,0,2,,,"With the PayPal app, the only thing you need to touch when you pay in store is your own phone. "
A2066,Audi USA,Facebook,2020,8,6,Native Video,https://www.facebook.com/audi/posts/10157169864991470,3/15/2021 2:15,0,2,,,"Not all heroes wear capes. Not all photographers use cameras. These photos were created in the Forza racing game. Share your #AudiForzaPhotos on this post, and weâ€™ll feature the best images on our channels."
A40171,Pepsi,Instagram,2020,5,18,Photo,https://www.instagram.com/p/CAV1RekHBr1/,3/1/2021 9:40,0,2,,,In a mani mood ðŸ’…ðŸ»
 ðŸ“¸: @mariaclaracarvalho_blog
A9665,Coca-Cola,Facebook,2020,4,6,Photo,https://www.facebook.com/CocaColaUnitedStates/posts/3201956343170391,3/4/2021 7:12,0,2,,,Together we can do more than any one of us alone. â¤ï¸
A7670,Chase,Facebook,2019,9,10,Photo,https://www.facebook.com/chase/posts/3604529022906362,2/17/2021 9:04,0,2,,,"Meet Don Wetzel.ðŸ‘‹ He's the inventor behind the machine that made it easier for Americans to access cash: the automated teller machine, a.k.a., ATM. America's first ATM was installed at the Long Island branch of our predecessor, Chemical Bank. Watch our Facebook Story to learn more about him and the history of the ATM: "
A2063,Audi USA,Facebook,2020,6,22,Photo,https://www.facebook.com/audi/posts/10157056815371470,3/15/2021 2:10,0,2,,,500 miles to the next oasis. #SpeedGoals #AudiTTRS
A27400,IBM,Instagram,2020,5,5,Photo,https://www.instagram.com/p/B_0LXNNB7Ea/,3/1/2021 1:30,0,2,,,IBM CEO Arvind Krishna shares his vision for enterprise technology and how businesses can thrive in todayâ€™s world. Click the link in our bio to join us at #Think2020.
A7861,Chase,Facebook,2020,5,6,Photo,https://www.facebook.com/chase/posts/4427227333969856,3/4/2021 3:13,0,2,,,Weâ€™re honored to have Barack Obama join our #ShowMeYourWalk HBCU Edition to honor the Class of 2020! Tune in on May 16 at 2PM ET on @Chase Twitter and YouTube for a live virtual commencement celebrating the graduating class of Historically Black Colleges and Universities.
A7852,Chase,Facebook,2020,4,29,Native Video,https://www.facebook.com/chase/posts/4400718529954070,3/4/2021 3:06,0,2,,,"â€œMusic is the universal language and has shown in countless studies to bring joy, healing and unity â€“ especially in times of difficulty. Weâ€™re proud of the part we can play in accomplishing this,â€ says Grace Music School founder, John Heaphy. When the coronavirus compelled Grace Music School to go virtual, this Long Island-based #ChaseSmallBiz had to quickly figure out ways to keep music in the lives of more than 800 students from a distance. Embracing the challenge, the team swiftly navigated logistical hurdles to launch virtual music lessons, which have helped students keep up their musical progress, while providing some sense of normalcy in their lives."
A40172,Pepsi,Instagram,2020,5,19,Photo,https://www.instagram.com/p/CAYWE_hnKjA/,3/1/2021 9:42,0,2,,,"If quarantine has taught us anything, itâ€™s that baking keeps us sane. Check out our stories to share your social confessions."
A7740,Chase,Facebook,2019,12,5,Native Video,https://www.facebook.com/chase/posts/3883028185056443,3/3/2021 6:16,0,2,,,Sometimes things change. Like your late night food order â€” or the markets. Staying invested through market ups and downs can help you reach your investment goals. Swipe up on our Facebook Story for more tips. #YouInvest
A6721,Cartier,Facebook,2020,2,28,Native Video,https://www.facebook.com/cartier.usa/posts/1566709406839628,2/10/2021 5:23,0,2,,,The adventure of a lifetime. #HowFarWouldYouGoForLove #Cartier bit.ly/2Oz3da3:=:
A7849,Chase,Facebook,2020,4,27,Photo,https://www.facebook.com/chase/posts/4393864580639465,3/3/2021 5:08,0,2,,,"Class of 2020, youâ€™ve accomplished something HUGE! And while you may not be celebrating as planned, we want to celebrate you. Join us for a special live stream event May 2nd for all 2020 grads, featuring guest speakers Kevin Hart, Serena Williams and Stephen Curry. Get ready for a virtual graduation walk like no other. Spread the word and tag a 2020 grad in the comments below. ðŸ‘‡ #ShowMeYourWalk Bookmark this link to tune in: "
A7766,Chase,Facebook,2020,1,22,Photo,https://www.facebook.com/chase/posts/4051583904867536,3/3/2021 6:36,0,2,,,"We are beyond grateful for our employees, customers, clients and partners who helped us rank amongst Fortuneâ€™s #MostAdmired Companies: "
A7723,Chase,Facebook,2019,11,13,Native Video,https://www.facebook.com/chase/posts/3804869349538994,3/3/2021 6:03,0,2,,,"We know the ABCs of investing can be confusing. Donâ€™t worry, weâ€™ve got your back. Watch as You Investâ„  by J.P. Morgan breaks down some of the different investment options. Swipe up on our Facebook Story to take a deeper dive. #YouInvest"
A40031,PayPal,Facebook,2019,12,5,Native Video,https://www.facebook.com/PayPalUSA/posts/10159305070609573,3/1/2021 11:48,0,2,,,"This season, Give Better and find unexpected gifts that do good. Shop now: "
A2075,Audi USA,Facebook,2020,8,28,Photo,https://www.facebook.com/audi/posts/10157219063021470,3/15/2021 2:16,0,2,,,The hot seat but hotter. #AudiS4
A6704,Cartier,Facebook,2019,11,26,Native Video,https://www.facebook.com/cartier.usa/posts/1483157848528118,2/10/2021 5:12,0,2,,,"#LOdyssÃ©edeCartier, the new digital series. Discover the chapter 3 dedicated to Cartier's Russian influence and the first designs using platinum as a material, leading to a revolution in jewelry design. ow.ly/VvZT30pUO1f:=:"
A7846,Chase,Facebook,2020,4,23,Photo,https://www.facebook.com/chase/posts/4378480428844547,3/3/2021 5:06,0,2,,,"Do you know the basics of the CARES Act and how it may impact you? Join our #ChaseChat with personal finance expert, Lynnette Khalfani-Cox, The Money Coach, as she dives into the important details. Listen to the replay: "
A7711,Chase,Facebook,2019,10,28,Native Video,https://www.facebook.com/chase/posts/3751406681551928,3/3/2021 5:45,0,2,,,"Has anyone ever called you claiming your account has been frozen? If it sounds suspicious, that's because it is. This is one of many tactics scammers use to try to get your personal information and access your money. Check out our Instagram Story to test your knowledge and avoid falling for #spoofing scams."
A9681,Coca-Cola,Facebook,2020,5,13,Photo,https://www.facebook.com/CocaColaUnitedStates/posts/3291918384174186,3/4/2021 7:30,0,2,,,"Over the last few weeks, weâ€™ve seen communities come together to applaud heroes, connect with loved ones any way they can, and participate in random acts of kindness and moments of real joy. Wherever we see hope, weâ€™re sharing it. And we hope that you do, too. #ShareHope"
A36832,Nike,Instagram,2019,11,4,IGTV,https://www.instagram.com/tv/B4dOZ7_gGpV/,3/2/2021 5:39,0,2,,,"Helden features a new generation of German athletes, who work hard on and off the pitch, on the track and in their communities. They donâ€™t just focus on the win, they pave the way for others and push culture in a positive direction.
 â €
 We believe in a world in which everyone can become a hero, leveraging the powerful platform sport provides to those who speak up.
 â €
 You never do it just for yourself.
 (Du tust es nie nur fÃ¼r dich.)
 #justdoit"
A7760,Chase,Facebook,2020,1,13,Native Video,https://www.facebook.com/chase/posts/4021721404520453,3/3/2021 6:30,0,2,,,"Ready to explore new tastes and destinations in 2020? #ChaseSapphire teamed up with some of our favorite tastemakers and built the Sapphire Creators. Follow along on Instagram Stories throughout the month to see exclusive interviews with Awkwafina, Gabrielle Union, and Mark Ronson."
A56718,Visa,Facebook,2020,1,21,Photo,https://www.facebook.com/VisaUnitedStates/posts/4108212442538074,2/20/2021 11:50,0,2,,,Weâ€™re excited to announce that Kate Courtney has joined #TeamVisa! Visa. Worldwide Sponsor of the Olympic Games Tokyo 2020.
A7677,Chase,Facebook,2019,9,17,Native Video,https://www.facebook.com/chase/posts/3623613614331236,2/17/2021 9:13,0,2,,,"Downsizing doesnâ€™t mean giving up on your dream home. Watch as the Scott Brothers, Drew Scott and Jonathan Silver Scott, share how you can make the most of your space."
A7917,Chase,Facebook,2020,8,6,Photo,https://www.facebook.com/chase/posts/4855084597850792,3/4/2021 3:49,0,2,,,Have you ever wondered where the golfers go to refuel? Watch our Facebook Story to hear from PGA pros who spoke with #ChaseSapphire cardmember Erik Anders Lang on their favorite food cities: 
A8376,Chipotle Mexican Grill,Instagram,2020,4,21,Video,https://www.instagram.com/p/B_QH675DC4w/,2/5/2021 2:32,0,2,,,"One burrito won't solve all the problems, but it will feed one person who's working to solve a whole bunch of them. Name your burrito ""4HEROES"" in your online or in-app order this week, and we'll give one to a healthcare hero â¤ï¸
 â€¢
 4/21 to 4/26/2020; U.S. only. Max. donation 100,000 burritos. Terms: chip.tl/4heroes."
A6764,Cartier,Facebook,2020,9,25,Native Video,https://www.facebook.com/cartier.usa/posts/1752404814936752,2/10/2021 5:50,0,2,,,"The power of #PashadeCartier, a classic since 1985 that still speaks to a generation of creators. #MakeYourOwnPath #GenerationPasha ms.spr.ly/6001TsXy7:=:"
A7660,Chase,Facebook,2019,9,3,Native Video,https://www.facebook.com/chase/posts/3583262321699699,2/17/2021 8:55,0,2,,,"Time for a home makeover? The Scott Brothers, Drew Scott and Jonathan Silver Scott, have tips to help you transform your space within budget."
A6652,CarMax,Instagram,2019,11,28,Photo,https://www.instagram.com/p/B5aUv5dFS7g/,2/5/2021 11:29,0,2,,,Happy Thanksgiving from our family to yours!
A2067,Audi USA,Facebook,2020,8,7,Photo,https://www.facebook.com/audi/posts/10157171697321470,3/15/2021 2:15,0,2,,,Rule #1: the driver is always the DJ. #AudiA7
